37.756522,-122.453390
37.756658,-122.451974
37.757023,-122.446824
37.757244,-122.446740
37.757471,-122.447014
37.757702,-122.447078
37.757878,-122.446898
37.757844,-122.446860
37.758198,-122.446517
37.758291,-122.446587
37.758427,-122.446721
37.758554,-122.446936
37.758601,-122.446971
37.758896,-122.447076
37.758967,-122.447026
37.759188,-122.447444
37.759281,-122.447390
37.759370,-122.447352
37.759449,-122.447340
37.759612,-122.447209
37.759760,-122.447134
37.760231,-122.446960
37.760485,-122.446831
37.760752,-122.446678
37.760975,-122.446520
37.761075,-122.446466
37.761020,-122.446388
37.760980,-122.446361
37.760437,-122.446342
37.759881,-122.446431
37.759037,-122.446458
37.758942,-122.446442
37.758851,-122.446399
37.758779,-122.446316
37.758747,-122.446185
37.758737,-122.446029
37.758722,-122.445833
37.758703,-122.445766
37.758375,-122.445014
37.758341,-122.444899
37.758333,-122.444550
37.758274,-122.444274
37.758249,-122.444191
37.758077,-122.443883
37.758030,-122.443730
37.758005,-122.443572
37.757759,-122.443255
37.757502,-122.443008
37.757421,-122.442933
37.757347,-122.442877
37.756910,-122.442579
37.756810,-122.442474
37.756693,-122.442332
37.756578,-122.442032
37.756519,-122.441640
37.756451,-122.441372
37.756320,-122.441195
37.756176,-122.441093
37.756066,-122.441072
37.755850,-122.441110
37.755672,-122.441190
37.755307,-122.441501
37.755053,-122.441657
37.754531,-122.441866
37.754361,-122.441973
37.753877,-122.442354
37.753665,-122.442472
37.753550,-122.442520
37.749414,-122.443545
37.749309,-122.443617
37.748609,-122.444132
37.748414,-122.444245
37.748240,-122.444256
37.747672,-122.444133
37.747490,-122.444154
37.747286,-122.444272
37.747142,-122.444481
37.747066,-122.444690
37.747039,-122.444870
37.748010,-122.445031
37.748388,-122.445020
37.748668,-122.445052
37.748761,-122.445047
37.748776,-122.445040
37.748967,-122.444933
37.749141,-122.445657
37.749272,-122.445770
37.749921,-122.446848
37.749972,-122.446951
37.750216,-122.447766
37.750057,-122.448045
37.749264,-122.448673
37.749151,-122.448801
37.748954,-122.449093
37.748909,-122.449278
37.748932,-122.449485
37.749013,-122.449646
37.749123,-122.449791
37.749267,-122.449888
37.749483,-122.449952
37.749729,-122.449979
37.750310,-122.450000
37.751209,-122.449512
37.751150,-122.449394
37.751426,-122.449240
37.752338,-122.449033
37.752323,-122.448931
37.752418,-122.448910
37.752974,-122.448816
37.753282,-122.448764
37.753295,-122.448620
37.753838,-122.448931
37.754016,-122.448931
37.754131,-122.448620
37.754284,-122.448363
37.754475,-122.448224
37.754683,-122.448181
37.755060,-122.448342
37.755272,-122.448546
37.755463,-122.448803
37.755713,-122.449211
37.755887,-122.449554
37.755789,-122.449924
37.755628,-122.450187
37.755471,-122.450364
37.755149,-122.450654
37.754988,-122.450874
37.754818,-122.451217
37.754737,-122.451566
37.754275,-122.451668
37.753906,-122.452677
37.754016,-122.452736
37.754258,-122.453696
37.754373,-122.453830
37.755467,-122.453449
37.755806,-122.453063
37.756480,-122.453068
37.756522,-122.453390
