37.738415,-122.458246
37.738701,-122.458273
37.738697,-122.458445
37.739045,-122.458421
37.739047,-122.458340
37.739066,-122.458245
37.739486,-122.458478
37.739467,-122.458212
37.739960,-122.458462
37.740295,-122.457958
37.740600,-122.458210
37.740708,-122.458140
37.740772,-122.457963
37.740923,-122.457617
37.741088,-122.457314
37.740766,-122.457040
37.741012,-122.456581
37.741243,-122.456077
37.740969,-122.455852
37.741060,-122.455659
37.741177,-122.455485
37.741330,-122.455297
37.741419,-122.455203
37.741207,-122.454873
37.741364,-122.454712
37.741126,-122.454387
37.741192,-122.454266
37.741281,-122.453813
37.741306,-122.453285
37.741311,-122.453041
37.741341,-122.452722
37.741375,-122.452226
37.741367,-122.451883
37.741344,-122.451682
37.741285,-122.451357
37.741179,-122.451011
37.741081,-122.450794
37.741024,-122.450660
37.740895,-122.450445
37.740666,-122.450169
37.740619,-122.450105
37.740449,-122.449957
37.740260,-122.449815
37.740044,-122.449697
37.739730,-122.449600
37.739499,-122.449570
37.739304,-122.449573
37.739228,-122.449577
37.738443,-122.449781
37.738171,-122.449859
37.738114,-122.449864
37.737957,-122.449826
37.737870,-122.450003
37.737770,-122.450145
37.737638,-122.450290
37.737511,-122.450432
37.737396,-122.450585
37.736721,-122.451862
37.736857,-122.452023
37.736749,-122.452608
37.736704,-122.452627
37.736749,-122.452820
37.736747,-122.453104
37.736772,-122.453305
37.736694,-122.453442
37.736652,-122.453603
37.736667,-122.453767
37.736678,-122.453928
37.736650,-122.454033
37.736601,-122.454097
37.736853,-122.454483
37.736881,-122.455148
37.736981,-122.455875
37.737178,-122.456363
37.737195,-122.456631
37.737494,-122.457208
37.738026,-122.457691
37.738009,-122.457860
37.738440,-122.457946
37.738415,-122.458246
