37.734803,-122.471577
37.735214,-122.471440
37.735630,-122.471209
37.735969,-122.471021
37.736351,-122.470796
37.736623,-122.470608
37.736716,-122.470758
37.736818,-122.470849
37.736971,-122.470893
37.737554,-122.470952
37.737662,-122.470963
37.737681,-122.470614
37.737706,-122.470571
37.738506,-122.469676
37.738669,-122.469850
37.738754,-122.469898
37.738896,-122.469941
37.739047,-122.469960
37.739556,-122.469987
37.741430,-122.470112
37.741574,-122.470112
37.747040,-122.470514
37.747059,-122.470000
37.747118,-122.469429
37.748897,-122.469543
37.748939,-122.468422
37.748977,-122.468202
37.748996,-122.468008
37.749075,-122.466352
37.752800,-122.466607
37.752919,-122.464188
37.752940,-122.463324
37.752800,-122.463168
37.752647,-122.463012
37.752482,-122.462765
37.752321,-122.462540
37.752190,-122.462395
37.751978,-122.462234
37.751668,-122.461891
37.751384,-122.461564
37.751176,-122.461355
37.750998,-122.461232
37.750620,-122.461017
37.749882,-122.460604
37.749704,-122.460454
37.749399,-122.460148
37.748186,-122.458914
37.748457,-122.459198
37.748243,-122.458975
37.748137,-122.458873
37.747908,-122.458814
37.747732,-122.458822
37.747637,-122.458892
37.747376,-122.459168
37.747295,-122.459238
37.746945,-122.458930
37.746886,-122.458821
37.746844,-122.458617
37.746850,-122.458023
37.746826,-122.457844
37.746614,-122.456609
37.746169,-122.454824
37.746118,-122.454709
37.745762,-122.454079
37.745679,-122.453810
37.745641,-122.453370
37.745641,-122.452093
37.745594,-122.451814
37.745356,-122.451476
37.745212,-122.451358
37.743295,-122.449818
37.743074,-122.449593
37.742938,-122.449352
37.742819,-122.449003
37.742751,-122.448660
37.742636,-122.447389
37.742568,-122.447013
37.742500,-122.446761
37.742364,-122.446530
37.742220,-122.446369
37.742059,-122.446278
37.741847,-122.446230
37.741520,-122.446198
37.741359,-122.446128
37.741172,-122.445956
37.741045,-122.445741
37.740960,-122.445382
37.740884,-122.444921
37.740765,-122.444631
37.740612,-122.444422
37.740472,-122.444309
37.740285,-122.444175
37.740107,-122.443950
37.739950,-122.443585
37.739840,-122.443134
37.739713,-122.442775
37.739556,-122.442619
37.739446,-122.442576
37.739251,-122.442576
37.738555,-122.442689
37.738368,-122.442668
37.738194,-122.442630
37.737893,-122.442517
37.737681,-122.442458
37.737516,-122.442447
37.737308,-122.442544
37.737147,-122.442683
37.736519,-122.443718
37.736392,-122.443863
37.736248,-122.443943
37.736083,-122.443970
37.735930,-122.443916
37.735786,-122.443787
37.735667,-122.443567
37.735632,-122.443286
37.735938,-122.442061
37.735943,-122.442026
37.735396,-122.442034
37.734418,-122.442037
37.734431,-122.442252
37.734471,-122.442378
37.734539,-122.442558
37.734571,-122.442700
37.734548,-122.445347
37.734353,-122.445352
37.734251,-122.445395
37.733879,-122.445805
37.733824,-122.446052
37.733862,-122.446283
37.734146,-122.446814
37.734269,-122.447071
37.734286,-122.447312
37.734278,-122.448889
37.733871,-122.448900
37.733829,-122.449050
37.733753,-122.449120
37.733740,-122.449200
37.733765,-122.449329
37.733839,-122.449336
37.733879,-122.449403
37.733860,-122.449494
37.733938,-122.449695
37.733857,-122.449758
37.733806,-122.449876
37.733791,-122.450015
37.733802,-122.450439
37.733791,-122.452307
37.734162,-122.452307
37.734168,-122.452473
37.734121,-122.452647
37.735570,-122.453319
37.735611,-122.453126
37.736133,-122.453325
37.736718,-122.453363
37.736788,-122.453295
37.736746,-122.453113
37.736746,-122.452813
37.736706,-122.452623
37.736749,-122.452601
37.736851,-122.452019
37.736719,-122.451859
37.737453,-122.450518
37.737546,-122.450389
37.737801,-122.450121
37.737920,-122.449923
37.738013,-122.449553
37.738019,-122.449385
37.738017,-122.448910
37.738244,-122.448923
37.738363,-122.448902
37.739081,-122.448731
37.739229,-122.448710
37.739277,-122.448710
37.739309,-122.449568
37.739503,-122.449567
37.739904,-122.449652
37.740248,-122.449813
37.740617,-122.450113
37.740838,-122.450376
37.741012,-122.450644
37.741173,-122.451020
37.741313,-122.451487
37.741368,-122.451879
37.741364,-122.452281
37.741317,-122.453053
37.741283,-122.453783
37.741202,-122.454260
37.741121,-122.454389
37.741380,-122.454695
37.741219,-122.454843
37.741204,-122.454870
37.741420,-122.455203
37.741161,-122.455501
37.741063,-122.455665
37.740970,-122.455853
37.741239,-122.456081
37.740688,-122.457224
37.741066,-122.457536
37.740786,-122.458185
37.740659,-122.458630
37.740591,-122.458984
37.740485,-122.459960
37.740286,-122.461816
37.740167,-122.462669
37.740052,-122.463720
37.739963,-122.464460
37.739764,-122.465206
37.739514,-122.465775
37.739230,-122.466258
37.738899,-122.466676
37.738174,-122.467454
37.737758,-122.467964
37.737168,-122.468785
37.736570,-122.469520
37.736332,-122.469745
37.735657,-122.470571
37.734932,-122.471381
37.734803,-122.471577
